# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
FlushQueue.executionTimeAvgNs,1746488025455000000,1746488037605000000,187180.566439523
AWTEventQueue.dispatchTimeTotalNS,1746488025455000000,1746488037605000000,1368700411
AWTEventQueue.dispatchTimeMaxNs,1746488025455000000,1746488037605000000,884998143
FlushQueue.queueSize90P,1746488025455000000,1746488037605000000,1319
FlushQueue.executionTime90PNs,1746488025455000000,1746488037605000000,89599
NonBlockingReadAction.failedExecutionTimeUs,1746488025455000000,1746488037605000000,0
ReadAction.executionsCount,1746488025455000000,1746488037605000000,156995
NonBlockingReadAction.finalizedExecutionsCount,1746488025455000000,1746488037605000000,15
FlushQueue.queueSizeAvg,1746488025455000000,1746488037605000000,740.087734241908
NonBlockingReadAction.failedExecutionsCount,1746488025455000000,1746488037605000000,0
FlushQueue.queueSizeMax,1746488025455000000,1746488037605000000,1479
FlushQueue.waitingTimeAvgNs,1746488025455000000,1746488037605000000,2.0690473430187395E9
FlushQueue.tasksExecuted,1746488025455000000,1746488037605000000,2348
jps.global.get.libraries.ms,1746488025455000000,1746488037605000000,9
workspaceModel.mutableEntityStorage.replace.by.source.ms,1746488025455000000,1746488037605000000,0
workspaceModel.mutableEntityStorage.entities.ms,1746488025455000000,1746488037605000000,0
workspaceModel.mutableEntityStorage.resolve.ms,1746488025455000000,1746488037605000000,0
jps.library.entities.serializer.save.entities.ms,1746488025455000000,1746488037605000000,0
workspaceModel.moduleManagerBridge.build.module.graph.ms,1746488025455000000,1746488037605000000,0
jps.global.handle.before.change.events.ms,1746488025455000000,1746488037605000000,0
workspaceModel.mutableEntityStorage.entities.by.source.ms,1746488025455000000,1746488037605000000,0
workspaceModel.mutableEntityStorage.referrers.ms,1746488025455000000,1746488037605000000,0
jps.save.global.entities.ms,1746488025455000000,1746488037605000000,0
workspaceModel.mutableEntityStorage.to.snapshot.ms,1746488025455000000,1746488037605000000,0
workspaceModel.mutableEntityStorage.put.entity.ms,1746488025455000000,1746488037605000000,0
workspaceModel.global.updates.ms,1746488025455000000,1746488037605000000,0
jps.global.get.library.by.name.ms,1746488025455000000,1746488037605000000,0
workspaceModel.mutableEntityStorage.has.same.entities.ms,1746488025455000000,1746488037605000000,0
workspaceModel.moduleManagerBridge.newModule.ms,1746488025455000000,1746488037605000000,0
workspaceModel.load.cache.metadata.from.file.ms,1746488025455000000,1746488037605000000,0
workspaceModel.global.apply.state.to.project.builder.ms,1746488025455000000,1746488037605000000,0
workspaceModel.global.apply.state.to.project.ms,1746488025455000000,1746488037605000000,0
workspaceModel.save.cache.to.file.ms,1746488025455000000,1746488037605000000,0
workspaceModel.mutableEntityStorage.modify.entity.ms,1746488025455000000,1746488037605000000,0
workspaceModel.mutableEntityStorage.mutable.vfurl.index.ms,1746488025455000000,1746488037605000000,0
workspaceModel.mutableEntityStorage.add.entity.ms,1746488025455000000,1746488037605000000,0
workspaceModel.global.updates.count,1746488025455000000,1746488037605000000,0
jps.global.get.library.ms,1746488025455000000,1746488037605000000,0
workspaceModel.moduleManagerBridge.get.modules.ms,1746488025455000000,1746488037605000000,0
jps.library.entities.serializer.load.entities.ms,1746488025455000000,1746488037605000000,0
jps.global.initialize.library.bridges.ms,1746488025455000000,1746488037605000000,0
workspaceModel.mutableEntityStorage.add.diff.ms,1746488025455000000,1746488037605000000,0
workspaceModel.mutableEntityStorage.mutable.ext.mapping.ms,1746488025455000000,1746488037605000000,0
jps.app.storage.content.reader.load.component.ms,1746488025455000000,1746488037605000000,1
workspaceModel.moduleManagerBridge.new.nonPersistent.module.ms,1746488025455000000,1746488037605000000,0
jps.global.handle.changed.events.ms,1746488025455000000,1746488037605000000,0
workspaceModel.moduleManagerBridge.set.unloadedModules.ms,1746488025455000000,1746488037605000000,0
workspaceModel.moduleManagerBridge.load.module.ms,1746488025455000000,1746488037605000000,0
workspaceModel.sync.entities.ms,1746488025455000000,1746488037605000000,0
workspaceModel.mutableEntityStorage.collect.changes.ms,1746488025455000000,1746488037605000000,0
workspaceModel.mutableEntityStorage.remove.entity.ms,1746488025455000000,1746488037605000000,0
workspaceModel.moduleManagerBridge.create.module.instance.ms,1746488025455000000,1746488037605000000,0
workspaceModel.moduleManagerBridge.load.all.modules.ms,1746488025455000000,1746488037605000000,0
jps.load.initial.state.ms,1746488025455000000,1746488037605000000,5
jps.global.initialize.library.bridges.after.loading.ms,1746488025455000000,1746488037605000000,0
workspaceModel.load.cache.from.file.ms,1746488025455000000,1746488037605000000,0
FilePageCache.pageHits,1746488025455000000,1746488037605000000,0
FileChannelInterruptsRetryer.totalRetriedAttempts,1746488025455000000,1746488037605000000,0
FilePageCacheLockFree.housekeeperTimeSpentMs,1746488025455000000,1746488037605000000,38
FilePageCacheLockFree.totalBytesWritten,1746488025455000000,1746488037605000000,16673
FilePageCacheLockFree.totalPagesReclaimed,1746488025455000000,1746488037605000000,3
FilePageCache.capacityInBytes,1746488025455000000,1746488037605000000,503316478
FilePageCacheLockFree.housekeeperTurnsSkipped,1746488025455000000,1746488037605000000,9182
FilePageCacheLockFree.totalPagesReadMs,1746488025455000000,1746488037605000000,2
MappedFileStorage.totalPagesMapped,1746488025455000000,1746488037605000000,0
FilePageCache.totalPageLoadsUs,1746488025455000000,1746488037605000000,125518
FilePageCache.uncachedFileAccess,1746488025455000000,1746488037605000000,712
FilePageCache.pageLoadsAboveSizeThreshold,1746488025455000000,1746488037605000000,0
FilePageCacheLockFree.totalPagesWriteMs,1746488025455000000,1746488037605000000,0
FilePageCacheLockFree.housekeeperTurnsDone,1746488025455000000,1746488037605000000,26
FilePageCache.pageLoads,1746488025455000000,1746488037605000000,399
StorageLockContext.competingThreads.90P,1746488025455000000,1746488037605000000,0
FilePageCacheLockFree.totalNativeBytesAllocated,1746488025455000000,1746488037605000000,24576
FilePageCacheLockFree.totalPagesRequested,1746488025455000000,1746488037605000000,270
MappedFileStorage.totalBytesMapped,1746488025455000000,1746488037605000000,0
DirectByteBufferAllocator.totalSizeOfBuffersAllocatedInBytes,1746488025455000000,1746488037605000000,41967616
FilePageCache.maxRegisteredFiles,1746488025455000000,1746488037605000000,1097
FilePageCacheLockFree.totalPagesWritten,1746488025455000000,1746488037605000000,3
DirectByteBufferAllocator.disposed,1746488025455000000,1746488037605000000,356
FilePageCache.pageFastCacheHits,1746488025455000000,1746488037605000000,27800
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1746488025455000000,1746488037605000000,41967616
FilePageCacheLockFree.totalBytesRead,1746488025455000000,1746488037605000000,0
StorageLockContext.competingThreads.avg,1746488025455000000,1746488037605000000,0.13043478260869565
DirectByteBufferAllocator.hits,1746488025455000000,1746488037605000000,3
DirectByteBufferAllocator.reclaimed,1746488025455000000,1746488037605000000,46
MappedFileStorage.totalTimeSpentOnMappingUs,1746488025455000000,1746488037605000000,674442
FilePageCacheLockFree.totalNativeBytesReclaimed,1746488025455000000,1746488037605000000,24576
FilePageCache.disposedBuffers,1746488025455000000,1746488037605000000,399
MappedFileStorage.storages,1746488025455000000,1746488037605000000,0
FilePageCacheLockFree.totalBytesRequested,1746488025455000000,1746488037605000000,2211840
DirectByteBufferAllocator.misses,1746488025455000000,1746488037605000000,399
FilePageCache.maxCacheSizeInBytes,1746488025455000000,1746488037605000000,415236096
FilePageCacheLockFree.totalClosedStoragesReclaimed,1746488025455000000,1746488037605000000,2
FilePageCacheLockFree.totalHeapBytesAllocated,1746488025455000000,1746488037605000000,0
FilePageCacheLockFree.totalPagesRequestsMs,1746488025455000000,1746488037605000000,7
StorageLockContext.competingThreads.max,1746488025455000000,1746488037605000000,3
FilePageCacheLockFree.nativeBytesInUse,1746488025455000000,1746488037605000000,0
FilePageCacheLockFree.totalPagesHandedOver,1746488025455000000,1746488037605000000,0
FilePageCacheLockFree.heapBytesInUse,1746488025455000000,1746488037605000000,0
FilePageCacheLockFree.totalPageAllocationsWaited,1746488025455000000,1746488037605000000,0
FilePageCacheLockFree.totalPagesAllocated,1746488025455000000,1746488037605000000,3
FilePageCacheLockFree.totalHeapBytesReclaimed,1746488025455000000,1746488037605000000,0
FilePageCache.totalPageDisposalsUs,1746488025455000000,1746488037605000000,3671
