# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
FilePageCacheLockFree.totalPageAllocationsWaited,1746489253809000000,1746489313822000000,0
DirectByteBufferAllocator.reclaimed,1746489253809000000,1746489313822000000,3
FilePageCacheLockFree.totalHeapBytesAllocated,1746489253809000000,1746489313822000000,0
FilePageCache.disposedBuffers,1746489253809000000,1746489313822000000,3
FilePageCacheLockFree.totalPagesHandedOver,1746489253809000000,1746489313822000000,0
FilePageCacheLockFree.totalPagesReclaimed,1746489253809000000,1746489313822000000,0
FilePageCache.capacityInBytes,1746489253809000000,1746489313822000000,503316478
StorageLockContext.competingThreads.90P,1746489253809000000,1746489313822000000,0
FilePageCache.totalPageDisposalsUs,1746489253809000000,1746489313822000000,1622
FilePageCache.pageLoads,1746489253809000000,1746489313822000000,404
StreamlinedBlobStorage.recordsDeleted,1746489253809000000,1746489313822000000,0
FilePageCacheLockFree.totalHeapBytesReclaimed,1746489253809000000,1746489313822000000,0
FileChannelInterruptsRetryer.totalRetriedAttempts,1746489253809000000,1746489313822000000,0
FilePageCacheLockFree.totalClosedStoragesReclaimed,1746489253809000000,1746489313822000000,0
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1746489253809000000,1746489313822000000,0
FilePageCacheLockFree.totalPagesRequestsMs,1746489253809000000,1746489313822000000,3
FilePageCache.uncachedFileAccess,1746489253809000000,1746489313822000000,239
FilePageCacheLockFree.totalNativeBytesReclaimed,1746489253809000000,1746489313822000000,0
DirectByteBufferAllocator.hits,1746489253809000000,1746489313822000000,3
StreamlinedBlobStorage.recordsAllocated,1746489253809000000,1746489313822000000,43
StreamlinedBlobStorage.totalLiveRecordsCapacityBytes,1746489253809000000,1746489313822000000,3082
DirectByteBufferAllocator.totalSizeOfBuffersAllocatedInBytes,1746489253809000000,1746489313822000000,418414592
MappedFileStorage.totalPagesMapped,1746489253809000000,1746489313822000000,6
FlushQueue.executionTimeAvgNs,1746489253809000000,1746489313822000000,2032584.8032786886
FlushQueue.waitingTimeAvgNs,1746489253809000000,1746489313822000000,5.781753813114754E7
FlushQueue.waitingTime90PNs,1746489253809000000,1746489313822000000,206569471
AWTEventQueue.eventsDispatched,1746489253809000000,1746489313822000000,7809
FlushQueue.queueSizeMax,1746489253809000000,1746489313822000000,81
FlushQueue.waitingTimeMaxNs,1746489253809000000,1746489313822000000,910163967
ReadAction.executionsCount,1746489253809000000,1746489313822000000,302
FlushQueue.tasksExecuted,1746489253809000000,1746489313822000000,488
AWTEventQueue.dispatchTime90PNs,1746489253809000000,1746489313822000000,177151
AWTEventQueue.dispatchTimeTotalNS,1746489253809000000,1746489313822000000,3042137365
AWTEventQueue.dispatchTimeAvgNs,1746489253809000000,1746489313822000000,389497.715968754
FlushQueue.queueSizeAvg,1746489253809000000,1746489313822000000,8.520491803278688
FlushQueue.queueSize90P,1746489253809000000,1746489313822000000,33
FlushQueue.executionTime90PNs,1746489253809000000,1746489313822000000,280575
AWTEventQueue.dispatchTimeMaxNs,1746489253809000000,1746489313822000000,717225983
FlushQueue.executionTimeMaxNs,1746489253809000000,1746489313822000000,713031679
WriteAction.executionsCount,1746489253809000000,1746489313822000000,1
workspaceModel.mutableEntityStorage.entities.ms,1746489253809000000,1746489313822000000,0
jps.global.handle.before.change.events.ms,1746489253809000000,1746489313822000000,0
jps.global.get.library.by.name.ms,1746489253809000000,1746489313822000000,0
workspaceModel.mutableEntityStorage.replace.by.source.ms,1746489253809000000,1746489313822000000,0
workspaceModel.mutableEntityStorage.entities.by.source.ms,1746489253809000000,1746489313822000000,0
workspaceModel.mutableEntityStorage.add.entity.ms,1746489253809000000,1746489313822000000,0
jps.global.get.library.ms,1746489253809000000,1746489313822000000,0
workspaceModel.mutableEntityStorage.remove.entity.ms,1746489253809000000,1746489313822000000,0
workspaceModel.mutableEntityStorage.referrers.ms,1746489253809000000,1746489313822000000,0
workspaceModel.mutableEntityStorage.put.entity.ms,1746489253809000000,1746489313822000000,0
workspaceModel.load.cache.metadata.from.file.ms,1746489253809000000,1746489313822000000,0
workspaceModel.save.cache.to.file.ms,1746489253809000000,1746489313822000000,0
jps.load.initial.state.ms,1746489253809000000,1746489313822000000,6
jps.global.get.libraries.ms,1746489253809000000,1746489313822000000,0
workspaceModel.global.updates.count,1746489253809000000,1746489313822000000,0
workspaceModel.load.cache.from.file.ms,1746489253809000000,1746489313822000000,0
workspaceModel.mutableEntityStorage.mutable.vfurl.index.ms,1746489253809000000,1746489313822000000,0
workspaceModel.global.updates.ms,1746489253809000000,1746489313822000000,0
jps.app.storage.content.writer.save.component.ms,1746489253809000000,1746489313822000000,0
workspaceModel.mutableEntityStorage.has.same.entities.ms,1746489253809000000,1746489313822000000,0
workspaceModel.sync.entities.ms,1746489253809000000,1746489313822000000,0
workspaceModel.global.apply.state.to.project.ms,1746489253809000000,1746489313822000000,0
jps.library.entities.serializer.load.entities.ms,1746489253809000000,1746489313822000000,0
workspaceModel.mutableEntityStorage.mutable.ext.mapping.ms,1746489253809000000,1746489313822000000,0
jps.app.storage.content.reader.load.component.ms,1746489253809000000,1746489313822000000,1
jps.global.initialize.library.bridges.after.loading.ms,1746489253809000000,1746489313822000000,0
workspaceModel.mutableEntityStorage.add.diff.ms,1746489253809000000,1746489313822000000,0
workspaceModel.mutableEntityStorage.to.snapshot.ms,1746489253809000000,1746489313822000000,0
jps.global.initialize.library.bridges.ms,1746489253809000000,1746489313822000000,0
jps.library.entities.serializer.save.entities.ms,1746489253809000000,1746489313822000000,0
jps.global.handle.changed.events.ms,1746489253809000000,1746489313822000000,0
workspaceModel.global.apply.state.to.project.builder.ms,1746489253809000000,1746489313822000000,0
workspaceModel.mutableEntityStorage.collect.changes.ms,1746489253809000000,1746489313822000000,0
jps.save.global.entities.ms,1746489253809000000,1746489313822000000,43
workspaceModel.mutableEntityStorage.resolve.ms,1746489253809000000,1746489313822000000,0
workspaceModel.mutableEntityStorage.modify.entity.ms,1746489253809000000,1746489313822000000,0
IndexesFlusher.totalFlushesRetried,1746489313822000000,1746489373816000000,0
IndexesFlusher.totalContentionQuotaSpent,1746489313822000000,1746489373816000000,0
IndexesFlusher.totalFlushes,1746489313822000000,1746489373816000000,58
IndexesFlusher.totalFlushingTimeUs,1746489313822000000,1746489373816000000,495083
FileNameCache.queries,1746489313822000000,1746489373816000000,0
FileNameCache.totalMisses,1746489313822000000,1746489373816000000,0
StreamlinedBlobStorage.totalLiveRecordsPayloadBytes,1746489313822000000,1746489373816000000,0
FilePageCacheLockFree.totalPagesRequested,1746489313822000000,1746489373816000000,0
FilePageCacheLockFree.heapBytesInUse,1746489313822000000,1746489373816000000,0
DirectByteBufferAllocator.misses,1746489313822000000,1746489373816000000,0
FilePageCacheLockFree.totalBytesWritten,1746489313822000000,1746489373816000000,0
FilePageCacheLockFree.housekeeperTurnsSkipped,1746489313822000000,1746489373816000000,44429
FilePageCacheLockFree.totalNativeBytesAllocated,1746489313822000000,1746489373816000000,0
StorageLockContext.competingThreads.max,1746489313822000000,1746489373816000000,0
FilePageCacheLockFree.totalBytesRequested,1746489313822000000,1746489373816000000,0
FilePageCacheLockFree.totalPagesWritten,1746489313822000000,1746489373816000000,0
FilePageCache.pageHits,1746489313822000000,1746489373816000000,0
FilePageCacheLockFree.totalPagesWriteMs,1746489313822000000,1746489373816000000,0
DirectByteBufferAllocator.disposed,1746489313822000000,1746489373816000000,0
FilePageCacheLockFree.totalPagesReadMs,1746489313822000000,1746489373816000000,0
FilePageCache.maxCacheSizeInBytes,1746489313822000000,1746489373816000000,418398208
FilePageCache.pageFastCacheHits,1746489313822000000,1746489373816000000,0
FilePageCache.totalPageLoadsUs,1746489313822000000,1746489373816000000,0
MappedFileStorage.totalTimeSpentOnMappingUs,1746489313822000000,1746489373816000000,376
StreamlinedBlobStorage.recordsRelocated,1746489313822000000,1746489373816000000,0
FilePageCacheLockFree.housekeeperTurnsDone,1746489313822000000,1746489373816000000,120
MappedFileStorage.totalBytesMapped,1746489313822000000,1746489373816000000,98566144
FilePageCacheLockFree.nativeBytesInUse,1746489313822000000,1746489373816000000,16384
FilePageCacheLockFree.housekeeperTimeSpentMs,1746489313822000000,1746489373816000000,143
FilePageCacheLockFree.totalPagesAllocated,1746489313822000000,1746489373816000000,0
FilePageCache.pageLoadsAboveSizeThreshold,1746489313822000000,1746489373816000000,0
FilePageCache.maxRegisteredFiles,1746489313822000000,1746489373816000000,1102
FilePageCacheLockFree.totalBytesRead,1746489313822000000,1746489373816000000,0
StorageLockContext.competingThreads.avg,1746489313822000000,1746489373816000000,0.0
MappedFileStorage.storages,1746489313822000000,1746489373816000000,6
FilePageCacheLockFree.totalPageAllocationsWaited,1746489313822000000,1746489373816000000,0
DirectByteBufferAllocator.reclaimed,1746489313822000000,1746489373816000000,0
FilePageCacheLockFree.totalHeapBytesAllocated,1746489313822000000,1746489373816000000,0
FilePageCache.disposedBuffers,1746489313822000000,1746489373816000000,0
FilePageCacheLockFree.totalPagesHandedOver,1746489313822000000,1746489373816000000,0
FilePageCacheLockFree.totalPagesReclaimed,1746489313822000000,1746489373816000000,0
FilePageCache.capacityInBytes,1746489313822000000,1746489373816000000,503316478
StorageLockContext.competingThreads.90P,1746489313822000000,1746489373816000000,0
FilePageCache.totalPageDisposalsUs,1746489313822000000,1746489373816000000,0
FilePageCache.pageLoads,1746489313822000000,1746489373816000000,0
StreamlinedBlobStorage.recordsDeleted,1746489313822000000,1746489373816000000,0
FilePageCacheLockFree.totalHeapBytesReclaimed,1746489313822000000,1746489373816000000,0
FileChannelInterruptsRetryer.totalRetriedAttempts,1746489313822000000,1746489373816000000,0
FilePageCacheLockFree.totalClosedStoragesReclaimed,1746489313822000000,1746489373816000000,0
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1746489313822000000,1746489373816000000,0
FilePageCacheLockFree.totalPagesRequestsMs,1746489313822000000,1746489373816000000,0
FilePageCache.uncachedFileAccess,1746489313822000000,1746489373816000000,0
FilePageCacheLockFree.totalNativeBytesReclaimed,1746489313822000000,1746489373816000000,0
DirectByteBufferAllocator.hits,1746489313822000000,1746489373816000000,0
StreamlinedBlobStorage.recordsAllocated,1746489313822000000,1746489373816000000,0
StreamlinedBlobStorage.totalLiveRecordsCapacityBytes,1746489313822000000,1746489373816000000,0
DirectByteBufferAllocator.totalSizeOfBuffersAllocatedInBytes,1746489313822000000,1746489373816000000,418414592
MappedFileStorage.totalPagesMapped,1746489313822000000,1746489373816000000,6
FlushQueue.executionTimeAvgNs,1746489313822000000,1746489373816000000,509037.43209876545
FlushQueue.waitingTimeAvgNs,1746489313822000000,1746489373816000000,563975.1111111111
FlushQueue.waitingTime90PNs,1746489313822000000,1746489373816000000,970751
AWTEventQueue.eventsDispatched,1746489313822000000,1746489373816000000,584
FlushQueue.queueSizeMax,1746489313822000000,1746489373816000000,5
FlushQueue.waitingTimeMaxNs,1746489313822000000,1746489373816000000,6520831
ReadAction.executionsCount,1746489313822000000,1746489373816000000,8
FlushQueue.tasksExecuted,1746489313822000000,1746489373816000000,81
AWTEventQueue.dispatchTime90PNs,1746489313822000000,1746489373816000000,206847
AWTEventQueue.dispatchTimeTotalNS,1746489313822000000,1746489373816000000,104315115
AWTEventQueue.dispatchTimeAvgNs,1746489313822000000,1746489373816000000,178526.7397260274
FlushQueue.queueSizeAvg,1746489313822000000,1746489373816000000,0.37037037037037035
FlushQueue.queueSize90P,1746489313822000000,1746489373816000000,1
FlushQueue.executionTime90PNs,1746489313822000000,1746489373816000000,246783
AWTEventQueue.dispatchTimeMaxNs,1746489313822000000,1746489373816000000,31457279
FlushQueue.executionTimeMaxNs,1746489313822000000,1746489373816000000,29229055
WriteAction.executionsCount,1746489313822000000,1746489373816000000,0
workspaceModel.mutableEntityStorage.entities.ms,1746489313822000000,1746489373816000000,0
jps.global.handle.before.change.events.ms,1746489313822000000,1746489373816000000,0
jps.global.get.library.by.name.ms,1746489313822000000,1746489373816000000,0
workspaceModel.mutableEntityStorage.replace.by.source.ms,1746489313822000000,1746489373816000000,0
workspaceModel.mutableEntityStorage.entities.by.source.ms,1746489313822000000,1746489373816000000,0
workspaceModel.mutableEntityStorage.add.entity.ms,1746489313822000000,1746489373816000000,0
jps.global.get.library.ms,1746489313822000000,1746489373816000000,0
workspaceModel.mutableEntityStorage.remove.entity.ms,1746489313822000000,1746489373816000000,0
workspaceModel.mutableEntityStorage.referrers.ms,1746489313822000000,1746489373816000000,0
workspaceModel.mutableEntityStorage.put.entity.ms,1746489313822000000,1746489373816000000,0
workspaceModel.load.cache.metadata.from.file.ms,1746489313822000000,1746489373816000000,0
workspaceModel.save.cache.to.file.ms,1746489313822000000,1746489373816000000,0
jps.load.initial.state.ms,1746489313822000000,1746489373816000000,6
jps.global.get.libraries.ms,1746489313822000000,1746489373816000000,0
workspaceModel.global.updates.count,1746489313822000000,1746489373816000000,0
workspaceModel.load.cache.from.file.ms,1746489313822000000,1746489373816000000,0
workspaceModel.mutableEntityStorage.mutable.vfurl.index.ms,1746489313822000000,1746489373816000000,0
workspaceModel.global.updates.ms,1746489313822000000,1746489373816000000,0
jps.app.storage.content.writer.save.component.ms,1746489313822000000,1746489373816000000,0
workspaceModel.mutableEntityStorage.has.same.entities.ms,1746489313822000000,1746489373816000000,0
workspaceModel.sync.entities.ms,1746489313822000000,1746489373816000000,0
workspaceModel.global.apply.state.to.project.ms,1746489313822000000,1746489373816000000,0
jps.library.entities.serializer.load.entities.ms,1746489313822000000,1746489373816000000,0
workspaceModel.mutableEntityStorage.mutable.ext.mapping.ms,1746489313822000000,1746489373816000000,0
jps.app.storage.content.reader.load.component.ms,1746489313822000000,1746489373816000000,1
jps.global.initialize.library.bridges.after.loading.ms,1746489313822000000,1746489373816000000,0
workspaceModel.mutableEntityStorage.add.diff.ms,1746489313822000000,1746489373816000000,0
workspaceModel.mutableEntityStorage.to.snapshot.ms,1746489313822000000,1746489373816000000,0
jps.global.initialize.library.bridges.ms,1746489313822000000,1746489373816000000,0
jps.library.entities.serializer.save.entities.ms,1746489313822000000,1746489373816000000,0
jps.global.handle.changed.events.ms,1746489313822000000,1746489373816000000,0
workspaceModel.global.apply.state.to.project.builder.ms,1746489313822000000,1746489373816000000,0
workspaceModel.mutableEntityStorage.collect.changes.ms,1746489313822000000,1746489373816000000,0
jps.save.global.entities.ms,1746489313822000000,1746489373816000000,43
workspaceModel.mutableEntityStorage.resolve.ms,1746489313822000000,1746489373816000000,0
workspaceModel.mutableEntityStorage.modify.entity.ms,1746489313822000000,1746489373816000000,0
IndexesFlusher.totalFlushesRetried,1746489373816000000,1746489433817000000,0
IndexesFlusher.totalContentionQuotaSpent,1746489373816000000,1746489433817000000,0
IndexesFlusher.totalFlushes,1746489373816000000,1746489433817000000,59
IndexesFlusher.totalFlushingTimeUs,1746489373816000000,1746489433817000000,486460
FileNameCache.queries,1746489373816000000,1746489433817000000,0
FileNameCache.totalMisses,1746489373816000000,1746489433817000000,0
StreamlinedBlobStorage.totalLiveRecordsPayloadBytes,1746489373816000000,1746489433817000000,0
FilePageCacheLockFree.totalPagesRequested,1746489373816000000,1746489433817000000,0
FilePageCacheLockFree.heapBytesInUse,1746489373816000000,1746489433817000000,0
DirectByteBufferAllocator.misses,1746489373816000000,1746489433817000000,0
FilePageCacheLockFree.totalBytesWritten,1746489373816000000,1746489433817000000,0
FilePageCacheLockFree.housekeeperTurnsSkipped,1746489373816000000,1746489433817000000,45283
FilePageCacheLockFree.totalNativeBytesAllocated,1746489373816000000,1746489433817000000,0
StorageLockContext.competingThreads.max,1746489373816000000,1746489433817000000,0
FilePageCacheLockFree.totalBytesRequested,1746489373816000000,1746489433817000000,0
FilePageCacheLockFree.totalPagesWritten,1746489373816000000,1746489433817000000,0
FilePageCache.pageHits,1746489373816000000,1746489433817000000,0
FilePageCacheLockFree.totalPagesWriteMs,1746489373816000000,1746489433817000000,0
DirectByteBufferAllocator.disposed,1746489373816000000,1746489433817000000,0
FilePageCacheLockFree.totalPagesReadMs,1746489373816000000,1746489433817000000,0
FilePageCache.maxCacheSizeInBytes,1746489373816000000,1746489433817000000,418398208
FilePageCache.pageFastCacheHits,1746489373816000000,1746489433817000000,0
FilePageCache.totalPageLoadsUs,1746489373816000000,1746489433817000000,0
MappedFileStorage.totalTimeSpentOnMappingUs,1746489373816000000,1746489433817000000,376
StreamlinedBlobStorage.recordsRelocated,1746489373816000000,1746489433817000000,0
FilePageCacheLockFree.housekeeperTurnsDone,1746489373816000000,1746489433817000000,120
MappedFileStorage.totalBytesMapped,1746489373816000000,1746489433817000000,98566144
FilePageCacheLockFree.nativeBytesInUse,1746489373816000000,1746489433817000000,16384
FilePageCacheLockFree.housekeeperTimeSpentMs,1746489373816000000,1746489433817000000,120
FilePageCacheLockFree.totalPagesAllocated,1746489373816000000,1746489433817000000,0
FilePageCache.pageLoadsAboveSizeThreshold,1746489373816000000,1746489433817000000,0
FilePageCache.maxRegisteredFiles,1746489373816000000,1746489433817000000,1102
FilePageCacheLockFree.totalBytesRead,1746489373816000000,1746489433817000000,0
StorageLockContext.competingThreads.avg,1746489373816000000,1746489433817000000,0.0
MappedFileStorage.storages,1746489373816000000,1746489433817000000,6
FilePageCacheLockFree.totalPageAllocationsWaited,1746489373816000000,1746489433817000000,0
DirectByteBufferAllocator.reclaimed,1746489373816000000,1746489433817000000,0
FilePageCacheLockFree.totalHeapBytesAllocated,1746489373816000000,1746489433817000000,0
FilePageCache.disposedBuffers,1746489373816000000,1746489433817000000,0
FilePageCacheLockFree.totalPagesHandedOver,1746489373816000000,1746489433817000000,0
FilePageCacheLockFree.totalPagesReclaimed,1746489373816000000,1746489433817000000,0
FilePageCache.capacityInBytes,1746489373816000000,1746489433817000000,503316478
StorageLockContext.competingThreads.90P,1746489373816000000,1746489433817000000,0
FilePageCache.totalPageDisposalsUs,1746489373816000000,1746489433817000000,0
FilePageCache.pageLoads,1746489373816000000,1746489433817000000,0
StreamlinedBlobStorage.recordsDeleted,1746489373816000000,1746489433817000000,0
FilePageCacheLockFree.totalHeapBytesReclaimed,1746489373816000000,1746489433817000000,0
FileChannelInterruptsRetryer.totalRetriedAttempts,1746489373816000000,1746489433817000000,0
FilePageCacheLockFree.totalClosedStoragesReclaimed,1746489373816000000,1746489433817000000,0
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1746489373816000000,1746489433817000000,0
FilePageCacheLockFree.totalPagesRequestsMs,1746489373816000000,1746489433817000000,0
FilePageCache.uncachedFileAccess,1746489373816000000,1746489433817000000,0
FilePageCacheLockFree.totalNativeBytesReclaimed,1746489373816000000,1746489433817000000,0
DirectByteBufferAllocator.hits,1746489373816000000,1746489433817000000,0
StreamlinedBlobStorage.recordsAllocated,1746489373816000000,1746489433817000000,0
StreamlinedBlobStorage.totalLiveRecordsCapacityBytes,1746489373816000000,1746489433817000000,0
DirectByteBufferAllocator.totalSizeOfBuffersAllocatedInBytes,1746489373816000000,1746489433817000000,418414592
MappedFileStorage.totalPagesMapped,1746489373816000000,1746489433817000000,6
FlushQueue.executionTimeAvgNs,1746489373816000000,1746489433817000000,123505.31147540984
FlushQueue.waitingTimeAvgNs,1746489373816000000,1746489433817000000,326425.18032786885
FlushQueue.waitingTime90PNs,1746489373816000000,1746489433817000000,581631
AWTEventQueue.eventsDispatched,1746489373816000000,1746489433817000000,73
FlushQueue.queueSizeMax,1746489373816000000,1746489433817000000,0
FlushQueue.waitingTimeMaxNs,1746489373816000000,1746489433817000000,1286143
ReadAction.executionsCount,1746489373816000000,1746489433817000000,0
FlushQueue.tasksExecuted,1746489373816000000,1746489433817000000,61
AWTEventQueue.dispatchTime90PNs,1746489373816000000,1746489433817000000,368639
AWTEventQueue.dispatchTimeTotalNS,1746489373816000000,1746489433817000000,17957670
AWTEventQueue.dispatchTimeAvgNs,1746489373816000000,1746489433817000000,245910.79452054793
FlushQueue.queueSizeAvg,1746489373816000000,1746489433817000000,0.0
FlushQueue.queueSize90P,1746489373816000000,1746489433817000000,0
FlushQueue.executionTime90PNs,1746489373816000000,1746489433817000000,149503
AWTEventQueue.dispatchTimeMaxNs,1746489373816000000,1746489433817000000,2424831
FlushQueue.executionTimeMaxNs,1746489373816000000,1746489433817000000,2211839
WriteAction.executionsCount,1746489373816000000,1746489433817000000,0
workspaceModel.mutableEntityStorage.entities.ms,1746489373816000000,1746489433817000000,0
jps.global.handle.before.change.events.ms,1746489373816000000,1746489433817000000,0
jps.global.get.library.by.name.ms,1746489373816000000,1746489433817000000,0
workspaceModel.mutableEntityStorage.replace.by.source.ms,1746489373816000000,1746489433817000000,0
workspaceModel.mutableEntityStorage.entities.by.source.ms,1746489373816000000,1746489433817000000,0
workspaceModel.mutableEntityStorage.add.entity.ms,1746489373816000000,1746489433817000000,0
jps.global.get.library.ms,1746489373816000000,1746489433817000000,0
workspaceModel.mutableEntityStorage.remove.entity.ms,1746489373816000000,1746489433817000000,0
workspaceModel.mutableEntityStorage.referrers.ms,1746489373816000000,1746489433817000000,0
workspaceModel.mutableEntityStorage.put.entity.ms,1746489373816000000,1746489433817000000,0
workspaceModel.load.cache.metadata.from.file.ms,1746489373816000000,1746489433817000000,0
workspaceModel.save.cache.to.file.ms,1746489373816000000,1746489433817000000,0
jps.load.initial.state.ms,1746489373816000000,1746489433817000000,6
jps.global.get.libraries.ms,1746489373816000000,1746489433817000000,0
workspaceModel.global.updates.count,1746489373816000000,1746489433817000000,0
workspaceModel.load.cache.from.file.ms,1746489373816000000,1746489433817000000,0
workspaceModel.mutableEntityStorage.mutable.vfurl.index.ms,1746489373816000000,1746489433817000000,0
workspaceModel.global.updates.ms,1746489373816000000,1746489433817000000,0
jps.app.storage.content.writer.save.component.ms,1746489373816000000,1746489433817000000,0
workspaceModel.mutableEntityStorage.has.same.entities.ms,1746489373816000000,1746489433817000000,0
workspaceModel.sync.entities.ms,1746489373816000000,1746489433817000000,0
workspaceModel.global.apply.state.to.project.ms,1746489373816000000,1746489433817000000,0
jps.library.entities.serializer.load.entities.ms,1746489373816000000,1746489433817000000,0
workspaceModel.mutableEntityStorage.mutable.ext.mapping.ms,1746489373816000000,1746489433817000000,0
jps.app.storage.content.reader.load.component.ms,1746489373816000000,1746489433817000000,1
jps.global.initialize.library.bridges.after.loading.ms,1746489373816000000,1746489433817000000,0
workspaceModel.mutableEntityStorage.add.diff.ms,1746489373816000000,1746489433817000000,0
workspaceModel.mutableEntityStorage.to.snapshot.ms,1746489373816000000,1746489433817000000,0
jps.global.initialize.library.bridges.ms,1746489373816000000,1746489433817000000,0
jps.library.entities.serializer.save.entities.ms,1746489373816000000,1746489433817000000,0
jps.global.handle.changed.events.ms,1746489373816000000,1746489433817000000,0
workspaceModel.global.apply.state.to.project.builder.ms,1746489373816000000,1746489433817000000,0
workspaceModel.mutableEntityStorage.collect.changes.ms,1746489373816000000,1746489433817000000,0
jps.save.global.entities.ms,1746489373816000000,1746489433817000000,43
workspaceModel.mutableEntityStorage.resolve.ms,1746489373816000000,1746489433817000000,0
workspaceModel.mutableEntityStorage.modify.entity.ms,1746489373816000000,1746489433817000000,0
IndexesFlusher.totalFlushesRetried,1746489433817000000,1746489493816000000,0
IndexesFlusher.totalContentionQuotaSpent,1746489433817000000,1746489493816000000,0
IndexesFlusher.totalFlushes,1746489433817000000,1746489493816000000,59
IndexesFlusher.totalFlushingTimeUs,1746489433817000000,1746489493816000000,453074
FileNameCache.queries,1746489433817000000,1746489493816000000,8
FileNameCache.totalMisses,1746489433817000000,1746489493816000000,0
StreamlinedBlobStorage.totalLiveRecordsPayloadBytes,1746489433817000000,1746489493816000000,0
FilePageCacheLockFree.totalPagesRequested,1746489433817000000,1746489493816000000,0
FilePageCacheLockFree.heapBytesInUse,1746489433817000000,1746489493816000000,0
DirectByteBufferAllocator.misses,1746489433817000000,1746489493816000000,0
FilePageCacheLockFree.totalBytesWritten,1746489433817000000,1746489493816000000,0
FilePageCacheLockFree.housekeeperTurnsSkipped,1746489433817000000,1746489493816000000,45137
FilePageCacheLockFree.totalNativeBytesAllocated,1746489433817000000,1746489493816000000,0
StorageLockContext.competingThreads.max,1746489433817000000,1746489493816000000,0
FilePageCacheLockFree.totalBytesRequested,1746489433817000000,1746489493816000000,0
FilePageCacheLockFree.totalPagesWritten,1746489433817000000,1746489493816000000,0
FilePageCache.pageHits,1746489433817000000,1746489493816000000,0
FilePageCacheLockFree.totalPagesWriteMs,1746489433817000000,1746489493816000000,0
DirectByteBufferAllocator.disposed,1746489433817000000,1746489493816000000,0
FilePageCacheLockFree.totalPagesReadMs,1746489433817000000,1746489493816000000,0
FilePageCache.maxCacheSizeInBytes,1746489433817000000,1746489493816000000,418398208
