# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
StorageLockContext.competingThreads.avg,1746488245853000000,1746488305883000000,0.0
FilePageCacheLockFree.heapBytesInUse,1746488245853000000,1746488305883000000,0
FilePageCacheLockFree.totalHeapBytesAllocated,1746488245853000000,1746488305883000000,0
DirectByteBufferAllocator.totalSizeOfBuffersAllocatedInBytes,1746488245853000000,1746488305883000000,418414592
FilePageCacheLockFree.housekeeperTurnsSkipped,1746488245853000000,1746488305883000000,44226
StorageLockContext.competingThreads.max,1746488245853000000,1746488305883000000,0
FilePageCacheLockFree.totalPagesWritten,1746488245853000000,1746488305883000000,0
MappedFileStorage.totalBytesMapped,1746488245853000000,1746488305883000000,98566144
FilePageCacheLockFree.housekeeperTimeSpentMs,1746488245853000000,1746488305883000000,343
FilePageCache.totalPageDisposalsUs,1746488245853000000,1746488305883000000,1924
MappedFileStorage.storages,1746488245853000000,1746488305883000000,6
FilePageCache.maxRegisteredFiles,1746488245853000000,1746488305883000000,1102
FilePageCacheLockFree.housekeeperTurnsDone,1746488245853000000,1746488305883000000,120
FilePageCacheLockFree.totalPagesReclaimed,1746488245853000000,1746488305883000000,0
FilePageCache.capacityInBytes,1746488245853000000,1746488305883000000,503316478
FilePageCacheLockFree.totalPagesRequested,1746488245853000000,1746488305883000000,4
FilePageCache.pageLoads,1746488245853000000,1746488305883000000,406
FilePageCacheLockFree.totalHeapBytesReclaimed,1746488245853000000,1746488305883000000,0
FilePageCacheLockFree.totalPageAllocationsWaited,1746488245853000000,1746488305883000000,0
DirectByteBufferAllocator.disposed,1746488245853000000,1746488305883000000,0
FilePageCacheLockFree.nativeBytesInUse,1746488245853000000,1746488305883000000,16384
FilePageCacheLockFree.totalPagesReadMs,1746488245853000000,1746488305883000000,1
FilePageCache.disposedBuffers,1746488245853000000,1746488305883000000,5
FilePageCacheLockFree.totalBytesWritten,1746488245853000000,1746488305883000000,0
FilePageCacheLockFree.totalNativeBytesReclaimed,1746488245853000000,1746488305883000000,0
StreamlinedBlobStorage.recordsDeleted,1746488245853000000,1746488305883000000,0
FilePageCacheLockFree.totalNativeBytesAllocated,1746488245853000000,1746488305883000000,16384
FilePageCache.pageHits,1746488245853000000,1746488305883000000,0
MappedFileStorage.totalPagesMapped,1746488245853000000,1746488305883000000,6
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1746488245853000000,1746488305883000000,0
DirectByteBufferAllocator.hits,1746488245853000000,1746488305883000000,5
FileChannelInterruptsRetryer.totalRetriedAttempts,1746488245853000000,1746488305883000000,0
FilePageCacheLockFree.totalPagesHandedOver,1746488245853000000,1746488305883000000,0
workspaceModel.mutableEntityStorage.collect.changes.ms,1746488245853000000,1746488305883000000,0
workspaceModel.mutableEntityStorage.referrers.ms,1746488245853000000,1746488305883000000,0
workspaceModel.moduleManagerBridge.new.nonPersistent.module.ms,1746488245853000000,1746488305883000000,0
workspaceModel.mutableEntityStorage.mutable.vfurl.index.ms,1746488245853000000,1746488305883000000,0
workspaceModel.mutableEntityStorage.entities.ms,1746488245853000000,1746488305883000000,0
workspaceModel.moduleManagerBridge.create.module.instance.ms,1746488245853000000,1746488305883000000,0
workspaceModel.mutableEntityStorage.replace.by.source.ms,1746488245853000000,1746488305883000000,0
workspaceModel.mutableEntityStorage.add.diff.ms,1746488245853000000,1746488305883000000,0
workspaceModel.mutableEntityStorage.entities.by.source.ms,1746488245853000000,1746488305883000000,0
workspaceModel.mutableEntityStorage.resolve.ms,1746488245853000000,1746488305883000000,0
workspaceModel.moduleManagerBridge.newModule.ms,1746488245853000000,1746488305883000000,0
workspaceModel.mutableEntityStorage.modify.entity.ms,1746488245853000000,1746488305883000000,0
workspaceModel.load.cache.metadata.from.file.ms,1746488245853000000,1746488305883000000,0
workspaceModel.mutableEntityStorage.has.same.entities.ms,1746488245853000000,1746488305883000000,0
workspaceModel.moduleManagerBridge.load.all.modules.ms,1746488245853000000,1746488305883000000,0
workspaceModel.moduleManagerBridge.load.module.ms,1746488245853000000,1746488305883000000,0
workspaceModel.mutableEntityStorage.to.snapshot.ms,1746488245853000000,1746488305883000000,1
workspaceModel.mutableEntityStorage.mutable.ext.mapping.ms,1746488245853000000,1746488305883000000,0
workspaceModel.mutableEntityStorage.remove.entity.ms,1746488245853000000,1746488305883000000,0
workspaceModel.moduleManagerBridge.set.unloadedModules.ms,1746488245853000000,1746488305883000000,0
workspaceModel.mutableEntityStorage.add.entity.ms,1746488245853000000,1746488305883000000,0
workspaceModel.save.cache.to.file.ms,1746488245853000000,1746488305883000000,0
workspaceModel.load.cache.from.file.ms,1746488245853000000,1746488305883000000,0
workspaceModel.moduleManagerBridge.build.module.graph.ms,1746488245853000000,1746488305883000000,0
workspaceModel.mutableEntityStorage.put.entity.ms,1746488245853000000,1746488305883000000,0
workspaceModel.moduleManagerBridge.get.modules.ms,1746488245853000000,1746488305883000000,0
workspaceModel.updates.ms,1746488245853000000,1746488305883000000,0
workspaceModel.updates.precise.ms,1746488245853000000,1746488305883000000,0
workspaceModel.check.recursive.update.ms,1746488245853000000,1746488305883000000,0
workspaceModel.collect.changes.ms,1746488245853000000,1746488305883000000,0
workspaceModel.pre.handlers.ms,1746488245853000000,1746488305883000000,0
workspaceModel.updates.count,1746488245853000000,1746488305883000000,0
workspaceModel.to.snapshot.ms,1746488245853000000,1746488305883000000,0
workspaceModel.initializing.ms,1746488245853000000,1746488305883000000,0
workspaceModel.loading.from.cache.ms,1746488245853000000,1746488305883000000,35
workspaceModel.loading.total.ms,1746488245853000000,1746488305883000000,61
workspaceModel.replace.project.model.ms,1746488245853000000,1746488305883000000,0
workspaceModel.init.bridges.ms,1746488245853000000,1746488305883000000,0
workspaceModel.update.unloaded.entities.ms,1746488245853000000,1746488305883000000,0
AWTEventQueue.dispatchTimeTotalNS,1746488305883000000,1746488330084000000,635863089
FilePageCacheLockFree.totalClosedStoragesReclaimed,1746488305883000000,1746488330084000000,2
FilePageCacheLockFree.totalPagesWriteMs,1746488305883000000,1746488330084000000,0
FilePageCacheLockFree.totalPagesRequestsMs,1746488305883000000,1746488330084000000,0
FilePageCache.uncachedFileAccess,1746488305883000000,1746488330084000000,0
FilePageCache.maxCacheSizeInBytes,1746488305883000000,1746488330084000000,418398208
FilePageCacheLockFree.totalBytesRequested,1746488305883000000,1746488330084000000,0
StorageLockContext.competingThreads.90P,1746488305883000000,1746488330084000000,0
FilePageCacheLockFree.totalPagesAllocated,1746488305883000000,1746488330084000000,0
DirectByteBufferAllocator.reclaimed,1746488305883000000,1746488330084000000,44
FilePageCache.totalPageLoadsUs,1746488305883000000,1746488330084000000,0
DirectByteBufferAllocator.misses,1746488305883000000,1746488330084000000,0
FilePageCache.pageLoadsAboveSizeThreshold,1746488305883000000,1746488330084000000,0
FilePageCacheLockFree.totalBytesRead,1746488305883000000,1746488330084000000,0
FilePageCache.pageFastCacheHits,1746488305883000000,1746488330084000000,49
StorageLockContext.competingThreads.avg,1746488305883000000,1746488330084000000,0.0
FilePageCacheLockFree.heapBytesInUse,1746488305883000000,1746488330084000000,0
FilePageCacheLockFree.totalHeapBytesAllocated,1746488305883000000,1746488330084000000,0
DirectByteBufferAllocator.totalSizeOfBuffersAllocatedInBytes,1746488305883000000,1746488330084000000,41975808
FilePageCacheLockFree.housekeeperTurnsSkipped,1746488305883000000,1746488330084000000,18266
StorageLockContext.competingThreads.max,1746488305883000000,1746488330084000000,0
FilePageCacheLockFree.totalPagesWritten,1746488305883000000,1746488330084000000,0
FilePageCacheLockFree.housekeeperTimeSpentMs,1746488305883000000,1746488330084000000,46
FilePageCache.totalPageDisposalsUs,1746488305883000000,1746488330084000000,0
FilePageCache.maxRegisteredFiles,1746488305883000000,1746488330084000000,1102
FilePageCacheLockFree.housekeeperTurnsDone,1746488305883000000,1746488330084000000,50
FilePageCacheLockFree.totalPagesReclaimed,1746488305883000000,1746488330084000000,2
FilePageCache.capacityInBytes,1746488305883000000,1746488330084000000,503316478
FilePageCacheLockFree.totalPagesRequested,1746488305883000000,1746488330084000000,0
FilePageCache.pageLoads,1746488305883000000,1746488330084000000,0
FilePageCacheLockFree.totalHeapBytesReclaimed,1746488305883000000,1746488330084000000,0
FilePageCacheLockFree.totalPageAllocationsWaited,1746488305883000000,1746488330084000000,0
DirectByteBufferAllocator.disposed,1746488305883000000,1746488330084000000,359
FilePageCacheLockFree.nativeBytesInUse,1746488305883000000,1746488330084000000,0
FilePageCacheLockFree.totalPagesReadMs,1746488305883000000,1746488330084000000,0
FilePageCache.disposedBuffers,1746488305883000000,1746488330084000000,401
FilePageCacheLockFree.totalBytesWritten,1746488305883000000,1746488330084000000,0
FilePageCacheLockFree.totalNativeBytesReclaimed,1746488305883000000,1746488330084000000,16384
FilePageCacheLockFree.totalNativeBytesAllocated,1746488305883000000,1746488330084000000,0
FilePageCache.pageHits,1746488305883000000,1746488330084000000,0
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1746488305883000000,1746488330084000000,41975808
DirectByteBufferAllocator.hits,1746488305883000000,1746488330084000000,0
FileChannelInterruptsRetryer.totalRetriedAttempts,1746488305883000000,1746488330084000000,0
FilePageCacheLockFree.totalPagesHandedOver,1746488305883000000,1746488330084000000,0
workspaceModel.mutableEntityStorage.collect.changes.ms,1746488305883000000,1746488330084000000,0
workspaceModel.mutableEntityStorage.referrers.ms,1746488305883000000,1746488330084000000,0
jps.global.handle.before.change.events.ms,1746488305883000000,1746488330084000000,0
jps.global.initialize.library.bridges.ms,1746488305883000000,1746488330084000000,0
workspaceModel.moduleManagerBridge.new.nonPersistent.module.ms,1746488305883000000,1746488330084000000,0
workspaceModel.mutableEntityStorage.mutable.vfurl.index.ms,1746488305883000000,1746488330084000000,0
jps.global.get.library.ms,1746488305883000000,1746488330084000000,0
workspaceModel.global.updates.count,1746488305883000000,1746488330084000000,0
workspaceModel.sync.entities.ms,1746488305883000000,1746488330084000000,0
workspaceModel.mutableEntityStorage.entities.ms,1746488305883000000,1746488330084000000,0
workspaceModel.moduleManagerBridge.create.module.instance.ms,1746488305883000000,1746488330084000000,0
workspaceModel.mutableEntityStorage.replace.by.source.ms,1746488305883000000,1746488330084000000,0
workspaceModel.mutableEntityStorage.add.diff.ms,1746488305883000000,1746488330084000000,0
workspaceModel.mutableEntityStorage.entities.by.source.ms,1746488305883000000,1746488330084000000,0
workspaceModel.mutableEntityStorage.resolve.ms,1746488305883000000,1746488330084000000,0
workspaceModel.moduleManagerBridge.newModule.ms,1746488305883000000,1746488330084000000,0
workspaceModel.mutableEntityStorage.modify.entity.ms,1746488305883000000,1746488330084000000,0
jps.library.entities.serializer.save.entities.ms,1746488305883000000,1746488330084000000,0
workspaceModel.load.cache.metadata.from.file.ms,1746488305883000000,1746488330084000000,0
jps.global.initialize.library.bridges.after.loading.ms,1746488305883000000,1746488330084000000,0
jps.app.storage.content.writer.save.component.ms,1746488305883000000,1746488330084000000,0
workspaceModel.mutableEntityStorage.has.same.entities.ms,1746488305883000000,1746488330084000000,0
workspaceModel.global.apply.state.to.project.ms,1746488305883000000,1746488330084000000,0
jps.global.get.libraries.ms,1746488305883000000,1746488330084000000,0
jps.library.entities.serializer.load.entities.ms,1746488305883000000,1746488330084000000,0
workspaceModel.moduleManagerBridge.load.all.modules.ms,1746488305883000000,1746488330084000000,0
workspaceModel.moduleManagerBridge.load.module.ms,1746488305883000000,1746488330084000000,0
jps.save.global.entities.ms,1746488305883000000,1746488330084000000,13
workspaceModel.mutableEntityStorage.to.snapshot.ms,1746488305883000000,1746488330084000000,1
workspaceModel.mutableEntityStorage.mutable.ext.mapping.ms,1746488305883000000,1746488330084000000,0
workspaceModel.mutableEntityStorage.remove.entity.ms,1746488305883000000,1746488330084000000,0
workspaceModel.moduleManagerBridge.set.unloadedModules.ms,1746488305883000000,1746488330084000000,0
jps.load.initial.state.ms,1746488305883000000,1746488330084000000,5
workspaceModel.mutableEntityStorage.add.entity.ms,1746488305883000000,1746488330084000000,0
workspaceModel.save.cache.to.file.ms,1746488305883000000,1746488330084000000,0
workspaceModel.load.cache.from.file.ms,1746488305883000000,1746488330084000000,0
workspaceModel.global.updates.ms,1746488305883000000,1746488330084000000,0
workspaceModel.moduleManagerBridge.build.module.graph.ms,1746488305883000000,1746488330084000000,0
jps.app.storage.content.reader.load.component.ms,1746488305883000000,1746488330084000000,1
workspaceModel.mutableEntityStorage.put.entity.ms,1746488305883000000,1746488330084000000,0
jps.global.handle.changed.events.ms,1746488305883000000,1746488330084000000,0
workspaceModel.global.apply.state.to.project.builder.ms,1746488305883000000,1746488330084000000,0
jps.global.get.library.by.name.ms,1746488305883000000,1746488330084000000,0
workspaceModel.moduleManagerBridge.get.modules.ms,1746488305883000000,1746488330084000000,0
workspaceModel.updates.ms,1746488305883000000,1746488330084000000,0
workspaceModel.updates.precise.ms,1746488305883000000,1746488330084000000,0
workspaceModel.check.recursive.update.ms,1746488305883000000,1746488330084000000,0
workspaceModel.collect.changes.ms,1746488305883000000,1746488330084000000,0
workspaceModel.pre.handlers.ms,1746488305883000000,1746488330084000000,0
workspaceModel.updates.count,1746488305883000000,1746488330084000000,0
workspaceModel.to.snapshot.ms,1746488305883000000,1746488330084000000,0
workspaceModel.initializing.ms,1746488305883000000,1746488330084000000,0
workspaceModel.loading.from.cache.ms,1746488305883000000,1746488330084000000,35
workspaceModel.loading.total.ms,1746488305883000000,1746488330084000000,61
workspaceModel.replace.project.model.ms,1746488305883000000,1746488330084000000,0
workspaceModel.init.bridges.ms,1746488305883000000,1746488330084000000,0
workspaceModel.update.unloaded.entities.ms,1746488305883000000,1746488330084000000,0
